urb/no urb,State,County,Fips,countycode,statecode,newFIPS,Difference in Urban Land 2010-2060,Difference in Urban Tree Cover 2010-2060,Urban Tree Cover Change Index,Difference in Temperature Celsius 2010-2060,Temperature Change Index,Difference in Precipitation mm/year 2010-2060,Absolute Precipitation Change Index,Difference in Aridity 2010-2060,Aridity Change Index,Ice Storm Risk Index
0,Alabama,Lauderdale County,1077,077,01,01077,13.08032162,-9.918069475,0.284031725,2.519993774,0.718640144,241.25208,0.721337596,0.109946275,0.27138879,0.137931034
0,Alabama,Lawrence County,1079,079,01,01079,0.374422522,-8.656932543,0.247915533,2.500681128,0.713132653,194.1214884,0.580418323,0.12224437,0.301745116,0.103448276
0,Alabama,Lee County,1081,081,01,01081,27.46215531,1.347451877,-0.038588062,2.419020907,0.68984517,168.8879622,0.50497072,0.19323579,0.476978659,0.068965517
0,Alabama,Limestone County,1083,083,01,01083,19.43956724,-6.117470368,0.175190914,2.496619399,0.711974348,232.691066,0.695740381,0.133437843,0.329374821,0.103448276
0,Alabama,Macon County,1087,087,01,01087,2.716968044,-5.068017688,0.145136895,2.39869143,0.684047704,146.6641502,0.438522087,0.185532268,0.457963467,0.034482759
0,Alabama,Madison County,1089,089,01,01089,33.90905984,-8.754917597,0.25072161,2.486366163,0.709050378,234.3485929,0.700696345,0.136163417,0.336102562,0.172413793
0,Alabama,Marengo County,1091,091,01,01091,0.377538301,-5.980216873,0.171260276,2.665508254,0.760137289,108.2965297,0.323803875,0.174407507,0.430503372,0.034482759
0,Alabama,Marion County,1093,093,01,01093,0.376420735,-11.64335127,0.333440006,2.57014878,0.732943116,161.8149943,0.483822726,0.13714413,0.338523332,0.068965517
0,Alabama,Marshall County,1095,095,01,01095,19.73044987,-7.640836378,0.218816771,2.471801372,0.704896858,194.9810271,0.582988322,0.14276381,0.352394817,0.068965517
0,Alabama,Mobile County,1097,097,01,01097,30.49293464,-10.57221557,0.302765032,2.154936972,0.614534937,152.3841114,0.455624626,0.251183328,0.620014993,0.137931034
0,Alabama,Monroe County,1099,099,01,01099,0.375555928,-11.85926762,0.339623376,2.459882028,0.701497755,137.2345074,0.410327694,0.2050453,0.506128975,0.0
0,Alabama,Montgomery County,1101,101,01,01101,27.42065162,-2.659467835,0.076161317,2.391214516,0.681915472,113.6867106,0.339920379,0.171575193,0.423512154,0.034482759
0,Alabama,Morgan County,1103,103,01,01103,23.90164771,-4.048382939,0.115936795,2.518703305,0.718272134,200.2718769,0.598807829,0.127942854,0.315811119,0.103448276
0,Alabama,Pike County,1109,109,01,01109,3.952133966,-1.145021451,0.032790899,2.364626249,0.674333153,133.6961177,0.399747999,0.185271855,0.457320671,0.034482759
0,Alabama,Randolph County,1111,111,01,01111,0.58256784,-4.340829251,0.124311815,2.565590636,0.731643246,191.5697834,0.57278879,0.19230327,0.474676849,0.103448276
0,Alabama,Russell County,1113,113,01,01113,10.63796009,1.975696625,-0.056579612,2.363551117,0.674026552,157.9071973,0.472138512,0.176394127,0.435407096,0.034482759
0,Alabama,St. Clair County,1115,115,01,01115,10.5632656,-5.261089082,0.150666035,2.588592638,0.73820285,172.3126427,0.515210428,0.162233199,0.400452597,0.068965517
0,Alabama,Shelby County,1117,117,01,01117,30.47420097,-2.613612043,0.074848108,2.511570592,0.71623806,152.317094,0.455424245,0.165842386,0.409361429,0.068965517
0,Alabama,Talladega County,1121,121,01,01121,13.02465161,-7.554648672,0.216348544,2.538135008,0.723813577,172.3396198,0.515291089,0.171700321,0.423821017,0.103448276
0,Alabama,Tallapoosa County,1123,123,01,01123,2.707215534,-8.466112643,0.24245087,2.463309075,0.702475064,154.6017222,0.462255225,0.190452607,0.470108718,0.068965517
0,Alabama,Tuscaloosa County,1125,125,01,01125,19.80832174,1.022140582,-0.029271861,2.646441167,0.754699825,117.171234,0.350339016,0.153538773,0.37899148,0.068965517
0,Alabama,Walker County,1127,127,01,01127,9.412559767,-11.54334909,0.330576163,2.554853772,0.728581357,151.6363297,0.453388777,0.150204792,0.37076196,0.068965517
0,Alabama,Winston County,1133,133,01,01133,0.373818667,-9.583693737,0.274455938,2.546295415,0.726140724,188.9241412,0.564878387,0.141655678,0.349659529,0.068965517
0,Arizona,Apache County,4001,001,04,04001,0.374911284,-9.553266556,0.273584571,2.430856277,0.693220326,48.72128235,0.145675398,0.053503069,0.132065712,0.034482759
0,Arizona,Cochise County,4003,003,04,04003,0.56407637,-7.862275832,0.22515831,2.185765809,0.623326562,105.3422257,0.314970581,0.081492261,0.201153573,0.0
0,Arizona,Coconino County,4005,005,04,04005,0.375061714,-9.550848908,0.273515334,2.350520386,0.670310509,89.87498107,0.268723912,0.139761931,0.34498505,0.0
0,Arizona,Gila County,4007,007,04,04007,0.373942566,-8.122492378,0.232610341,2.295968068,0.654753532,138.5514274,0.414265251,0.094279561,0.232717441,0.0
0,Arizona,Graham County,4009,009,04,04009,0.374287015,-8.602269151,0.246350094,2.274849603,0.648731066,101.1088989,0.302313041,0.04049765,0.099963442,0.0
0,Arizona,Greenlee County,4011,011,04,04011,0.374169631,-7.064935173,0.202324225,2.540816257,0.724578203,95.40477092,0.285257844,0.053819072,0.132845727,0.0
0,Arizona,La Paz County,4012,012,04,04012,0.375136275,-8.044625644,0.230380409,2.221759042,0.633590946,47.91034174,0.143250706,0.010694864,0.02639895,0.0
0,Arizona,Maricopa County,4013,013,04,04013,27.38150597,-8.504322332,0.243545112,2.301326601,0.656281653,94.54855975,0.282697794,0.034089892,0.084146685,0.0
0,Arizona,Mohave County,4015,015,04,04015,0.56776312,-7.509127032,0.215044904,2.196783366,0.626468498,36.80166351,0.11003604,0.018005422,0.04444416,0.034482759
0,Arizona,Navajo County,4017,017,04,04017,0.375047252,-10.01385961,0.286774944,2.419379694,0.689947487,87.70777506,0.262244021,0.080934735,0.199777389,0.034482759
0,Arizona,Pima County,4019,019,04,04019,12.11581441,-8.701666331,0.249196611,2.118621957,0.60417879,136.8099371,0.40905824,0.056831505,0.140281544,0.0
0,Arizona,Pinal County,4021,021,04,04021,4.972698138,-7.808224434,0.223610397,2.178504928,0.621255938,110.5013875,0.330396344,0.040838593,0.100805019,0.0
0,Arizona,Santa Cruz County,4023,023,04,04023,4.973511608,-8.160965099,0.233712115,1.98915752,0.567258721,133.3292932,0.398651203,0.108538681,0.267914317,0.0
0,Arizona,Yavapai County,4025,025,04,04025,1.620206994,-9.33436751,0.267315783,2.288382376,0.652590279,69.71006116,0.208431314,0.079572921,0.196415919,0.0
0,Arizona,Yuma County,4027,027,04,04027,1.896987115,-8.626825979,0.247053347,2.261554333,0.644939582,56.76438532,0.169724071,0.010699162,0.02640956,0.0
0,Arkansas,Arkansas County,5001,001,05,05001,0.569631956,-17.44024649,0.499450352,2.618500356,0.746731794,183.8957422,0.549843602,0.120455525,0.297329573,0.137931034
0,Arkansas,Ashley County,5003,003,05,05003,1.644893756,-20.32401635,0.582035187,2.664724522,0.759913788,46.24297228,0.138265313,0.168791205,0.416640224,0.24137931
0,Arkansas,Baxter County,5005,005,05,05005,3.944116405,-9.774484214,0.279919758,2.619801019,0.747102711,91.27950995,0.272923418,0.115556938,0.285238017,0.137931034
0,Arkansas,Benton County,5007,007,05,05007,27.33121266,-14.90914106,0.426965052,2.744988902,0.782803212,77.97473202,0.23314247,0.164351538,0.405681454,0.275862069
0,Arkansas,Boone County,5009,009,05,05009,3.917708763,-16.19154831,0.463690379,2.623141152,0.748055235,90.55967632,0.270771134,0.123531198,0.304921491,0.344827586
0,Arkansas,Bradley County,5011,011,05,05011,1.152494577,-16.67678516,0.477586497,2.826459989,0.806036759,106.0135996,0.316977972,0.147735861,0.36466771,0.137931034
0,Arkansas,Carroll County,5015,015,05,05015,0.955812847,-11.74188216,0.336261714,2.68255422,0.764998378,81.6385223,0.24409711,0.133740228,0.330121221,0.24137931
0,Arkansas,Chicot County,5017,017,05,05017,0.392595701,-20.72562922,0.593536497,2.7732446,0.790861041,85.47641858,0.255572322,0.144181684,0.355894663,0.275862069
0,Arkansas,Clark County,5019,019,05,05019,0.376042955,-21.42855041,0.613666616,2.615032524,0.745742854,145.5392826,0.435158761,0.161764248,0.39929505,0.172413793
0,Arkansas,Clay County,5021,021,05,05021,0.378438513,-15.38492135,0.440590355,2.942219455,0.839048507,118.3261617,0.35379222,0.125371931,0.309465112,0.103448276
0,Arkansas,Cleburne County,5023,023,05,05023,0.954862566,-16.46902207,0.471636618,2.608657982,0.743924992,137.2151234,0.410269736,0.145504147,0.359158999,0.24137931
0,Arkansas,Columbia County,5027,027,05,05027,1.156879575,-11.14572187,0.319188993,2.691536105,0.767559791,97.14999535,0.29047602,0.174636502,0.431068617,0.137931034
0,Arkansas,Conway County,5029,029,05,05029,1.612125371,-15.32670445,0.438923151,2.586885662,0.737716063,133.1550081,0.398130095,0.130409074,0.321898679,0.24137931
0,Arkansas,Craighead County,5031,031,05,05031,16.2987185,-13.27054345,0.380039216,2.829849477,0.807003357,152.690333,0.45654022,0.115301045,0.284606376,0.137931034
0,Arkansas,Crawford County,5033,033,05,05033,9.460463905,-11.9468526,0.342131617,2.603347098,0.742410459,89.31508732,0.267049844,0.130273394,0.321563769,0.24137931
0,Arkansas,Crittenden County,5035,035,05,05035,10.60865024,-19.00134831,0.544156879,2.733965918,0.779659728,223.9316808,0.669550042,0.112878511,0.278626651,0.103448276
0,Arkansas,Cross County,5037,037,05,05037,0.573690758,-15.98124795,0.457667839,2.739779945,0.781317746,189.3318244,0.566097349,0.117195134,0.2892817,0.103448276
0,Arkansas,Dallas County,5039,039,05,05039,0.375635047,-17.01320279,0.487220759,2.695599878,0.768718679,128.8452542,0.38524404,0.147715851,0.364618318,0.172413793
0,Arkansas,Desha County,5041,041,05,05041,0.574691473,-18.87172466,0.540444743,2.729524554,0.778393161,125.8267852,0.376218894,0.129843752,0.320503249,0.137931034
0,Arkansas,Drew County,5043,043,05,05043,1.619810639,-13.59096922,0.389215506,2.772462121,0.790637897,101.1437953,0.302417381,0.148700179,0.367048011,0.137931034
0,Arkansas,Faulkner County,5045,045,05,05045,19.65608718,-12.73593803,0.364729291,2.621583349,0.747610988,137.9500947,0.412467282,0.134215552,0.331294498,0.24137931
0,Arkansas,Franklin County,5047,047,05,05047,0.375266912,-15.20411555,0.435412474,2.618767892,0.746808089,91.09241852,0.272364019,0.121184072,0.2991279,0.206896552
0,Arkansas,Fulton County,5049,049,05,05049,0.375807699,-21.63947887,0.619707144,2.617905436,0.746562138,97.53139248,0.291616388,0.120524009,0.297498617,0.137931034
0,Arkansas,Garland County,5051,051,05,05051,20.23975949,-19.95519153,0.571472854,2.648110512,0.755175882,166.3807058,0.497474087,0.162140668,0.400224194,0.172413793
0,Arkansas,Grant County,5053,053,05,05053,0.375653039,-17.33821958,0.496528526,2.54501074,0.725774367,174.0906187,0.520526531,0.145326172,0.358719692,0.172413793
0,Arkansas,Greene County,5055,055,05,05055,9.587747446,-14.86287728,0.425640159,2.818999891,0.803909322,131.2407721,0.392406578,0.125043852,0.308655291,0.137931034
0,Arkansas,Hempstead County,5057,057,05,05057,1.618197786,-22.36065034,0.640359911,2.686738098,0.766191517,123.8565593,0.370327969,0.190609843,0.470496835,0.172413793
0,Arkansas,Hot Spring County,5059,059,05,05059,2.714514244,-17.75687344,0.508517853,2.585080351,0.737201232,168.7544198,0.504571432,0.16181701,0.399425285,0.137931034
0,Arkansas,Howard County,5061,061,05,05061,0.375971595,-11.32345576,0.324278901,2.615059091,0.745750431,138.2154658,0.413260735,0.194357239,0.479746817,0.172413793
0,Arkansas,Independence County,5063,063,05,05063,1.898679181,-19.58607838,0.560902264,2.639950082,0.752848728,118.2489033,0.35356122,0.126578809,0.312444143,0.275862069
0,Arkansas,Jackson County,5067,067,05,05067,0.572651211,-17.04642568,0.488172189,2.7513035,0.78460398,131.6765912,0.393709666,0.131178703,0.323798413,0.24137931
0,Arkansas,Jefferson County,5069,069,05,05069,12.07481435,-15.13680626,0.433484884,2.638027832,0.75230055,181.246433,0.541922234,0.13290536,0.328060451,0.206896552
0,Arkansas,Johnson County,5071,071,05,05071,1.608830025,-16.51357814,0.472912606,2.64993507,0.755696201,100.1357432,0.299403331,0.120770722,0.298107597,0.24137931
0,Arkansas,Lawrence County,5075,075,05,05075,0.376573084,-13.32067927,0.381474996,2.726675495,0.777580679,119.6601698,0.357780871,0.124003507,0.306087328,0.137931034
0,Arkansas,Lee County,5077,077,05,05077,0.376534926,-13.54966694,0.388032699,2.648806699,0.755374417,204.2727825,0.610770435,0.117937644,0.291114495,0.103448276
0,Arkansas,Little River County,5081,081,05,05081,0.372432922,-13.79079991,0.394938218,2.564293013,0.731273196,131.7747854,0.394003264,0.194485213,0.480062706,0.172413793
0,Arkansas,Logan County,5083,083,05,05083,0.37304578,-11.66279283,0.33399677,2.681693694,0.764752978,100.0571765,0.299168418,0.129294706,0.319147999,0.172413793
0,Arkansas,Lonoke County,5085,085,05,05085,10.71368693,-7.463127113,0.213727568,2.611463235,0.744724981,154.2966097,0.461342947,0.134498576,0.331993109,0.206896552
0,Arkansas,Miller County,5091,091,05,05091,9.602452406,-2.817687745,0.080692388,2.562376192,0.730726566,121.9308886,0.364570262,0.187446635,0.462688846,0.206896552
0,Arkansas,Mississippi County,5093,093,05,05093,2.730122529,-18.00743899,0.515693499,2.922011421,0.833285673,199.8765541,0.597625824,0.115411408,0.284878793,0.137931034
0,Arkansas,Monroe County,5095,095,05,05095,0.376109627,-17.90871588,0.512866286,2.736288545,0.780322084,185.3707105,0.554253719,0.11745561,0.289924653,0.103448276
0,Arkansas,Nevada County,5099,099,05,05099,0.374850783,-25.901615,0.741765361,2.633251254,0.750938387,130.0338244,0.388797835,0.180105555,0.444568299,0.206896552
0,Arkansas,Ouachita County,5103,103,05,05103,2.721049767,-13.73756251,0.393413616,2.679186927,0.76403811,104.4515788,0.31230757,0.158445275,0.391102575,0.137931034
0,Arkansas,Phillips County,5107,107,05,05107,0.959685963,-13.2557762,0.379616314,2.667294796,0.760646767,200.3661861,0.599089811,0.11607092,0.286506717,0.103448276
0,Arkansas,Poinsett County,5111,111,05,05111,0.384436605,-13.93103394,0.398954213,2.813155973,0.802242781,173.7482524,0.519502865,0.107609765,0.265621402,0.103448276
0,Arkansas,Polk County,5113,113,05,05113,0.374011787,-10.97613389,0.314332366,2.771580105,0.790386368,130.6676267,0.390692887,0.216650793,0.534775699,0.103448276
0,Arkansas,Pope County,5115,115,05,05115,6.686302002,-15.8257784,0.453215532,2.586530771,0.737614856,117.2431163,0.350553942,0.127871584,0.315635197,0.275862069
0,Arkansas,Pulaski County,5119,119,05,05119,33.08255685,-8.327303142,0.238475671,2.576307559,0.734699448,149.9232084,0.448266588,0.134740171,0.332589456,0.206896552
0,Arkansas,Randolph County,5121,121,05,05121,0.376256292,-17.3685796,0.49739797,2.709143172,0.772580893,107.6836464,0.32197137,0.122975873,0.303550739,0.137931034
0,Arkansas,St. Francis County,5123,123,05,05123,0.96182347,-8.990209806,0.257459862,2.68717264,0.766315438,206.037044,0.616045532,0.11544053,0.284950678,0.068965517
0,Arkansas,Saline County,5125,125,05,05125,20.19526896,-10.55038506,0.302139854,2.549275171,0.726990477,156.9185023,0.469182339,0.151720254,0.374502692,0.172413793
0,Arkansas,Scott County,5127,127,05,05127,0.374179265,-16.00990076,0.458488392,2.662995206,0.75942063,109.5291228,0.327489297,0.158967653,0.392392,0.103448276
0,Arkansas,Sebastian County,5131,131,05,05131,23.86260411,-13.09228688,0.374934339,2.620693615,0.747357258,92.2266308,0.275755285,0.131677678,0.32503007,0.172413793
0,Arkansas,Sevier County,5133,133,05,05133,0.569506489,-15.33915746,0.439279777,2.656801588,0.757654362,125.339561,0.374762106,0.206331829,0.509304613,0.172413793
0,Arkansas,Sharp County,5135,135,05,05135,1.620741289,-17.89545815,0.512486614,2.578788771,0.735407029,99.88873904,0.298664794,0.12195088,0.301020673,0.172413793
0,Arkansas,Union County,5139,139,05,05139,1.902777321,-15.27659841,0.437488223,2.689178168,0.766887365,68.38093705,0.204457266,0.165131628,0.407607011,0.137931034
0,Arkansas,Washington County,5143,143,05,05143,20.04109085,-17.1048456,0.489845207,2.740360876,0.781483413,83.89908164,0.250856125,0.154114675,0.380413024,0.206896552
0,Arkansas,White County,5145,145,05,05145,7.413246782,-14.03947677,0.402059777,2.619220376,0.746937126,155.3671855,0.464543941,0.132908799,0.328068941,0.275862069
0,Arkansas,Yell County,5149,149,05,05149,0.374465805,-17.64682216,0.505366226,2.58234365,0.736420793,116.5335585,0.348432382,0.124016366,0.306119069,0.275862069
0,California,Alameda County,6001,001,06,06001,36.44118266,-0.558611619,0.01599741,1.707846321,0.487035698,30.91189231,0.092425773,0.086008494,0.212301335,0.0
0,California,Amador County,6005,005,06,06005,1.888892928,1.749206586,-0.050093434,2.02141863,0.576458796,53.8342866,0.160963151,0.114254637,0.282023446,0.0
0,California,Butte County,6007,007,06,06007,12.99317743,-6.090274715,0.174412091,1.934133092,0.55156711,16.58146968,0.049578173,0.111447853,0.275095247,0.0
0,California,Calaveras County,6009,009,06,06009,1.624631071,0.02864084,-0.000820211,1.996294925,0.569294134,51.66726177,0.154483801,0.101078806,0.249500538,0.0
0,California,Colusa County,6011,011,06,06011,0.375528005,-0.574156608,0.016442584,1.931730428,0.55088193,19.31020915,0.057737035,0.05032956,0.124232298,0.0
0,California,Contra Costa County,6013,013,06,06013,33.1753009,-1.600340734,0.045830243,1.804349022,0.514555891,30.71427973,0.091834917,0.078415797,0.193559701,0.0
0,California,Del Norte County,6015,015,06,06015,1.619867422,-8.234667326,0.235822785,1.279163387,0.364785886,-45.57902532,0.136280129,0.316750117,0.781858506,0.0
0,California,El Dorado County,6017,017,06,06017,12.0877072,-0.593570251,0.016998548,2.166961297,0.617963978,57.50338772,0.17193367,0.18196306,0.449153318,0.0
0,California,Fresno County,6019,019,06,06019,10.58425134,-0.162843848,0.00466349,1.933742327,0.551455674,9.894707874,0.029584925,0.047151651,0.116388022,0.0
0,California,Glenn County,6021,021,06,06021,0.374044397,0.106688146,-0.003055314,1.875267214,0.534780012,16.25265034,0.048595012,0.063995271,0.157964416,0.0
0,California,Humboldt County,6023,023,06,06023,1.899727491,2.731132077,-0.078213624,1.29430643,0.369104308,-18.3478995,0.054859754,0.187199701,0.462079321,0.0
0,California,Imperial County,6025,025,06,06025,1.622341103,0.701663363,-0.020094098,1.959865769,0.558905436,12.05480457,0.03604356,0.008568968,0.021151438,0.0
0,California,Inyo County,6027,027,06,06027,0.373863598,5.804548835,-0.166229529,2.126312743,0.606372012,22.97925679,0.068707395,0.023902486,0.059000332,0.068965517
0,California,Kern County,6029,029,06,06029,6.67607108,0.001435766,-4.11172e-05,2.002749683,0.571134871,14.72443838,0.044025697,0.025450742,0.062822009,0.0
0,California,Kings County,6031,031,06,06031,6.719952946,0.351521585,-0.010066806,1.870395491,0.533390717,15.39899121,0.046042593,0.031538719,0.077849428,0.0
0,California,Lake County,6033,033,06,06033,4.95940967,3.70931132,-0.106226529,2.066868318,0.589419927,24.58626616,0.073512312,0.112473976,0.277628105,0.0
0,California,Lassen County,6035,035,06,06035,0.373589915,-2.922333576,0.083689215,2.297372154,0.655153942,-4.096440882,0.012248254,0.097453768,0.24055258,0.034482759
0,California,Los Angeles County,6037,037,06,06037,31.28545782,0.633888818,-0.018153183,1.805459021,0.514872435,16.83352823,0.050331822,0.087257205,0.215383623,0.0
0,California,Madera County,6039,039,06,06039,3.918958238,1.790158986,-0.051266221,1.958214984,0.558434673,13.3619208,0.039951804,0.058440163,0.144252318,0.0
0,California,Marin County,6041,041,06,06041,30.55879316,-10.6921323,0.306199184,1.672457731,0.476943744,33.92033932,0.101420954,0.127851618,0.315585914,0.0
0,California,Mendocino County,6045,045,06,06045,0.762151151,2.258427074,-0.064676391,1.743487585,0.497199708,25.91717131,0.077491684,0.150799494,0.372229908,0.0
0,California,Merced County,6047,047,06,06047,10.49717685,-0.281195533,0.008052822,1.879056076,0.535860502,21.25405531,0.063549086,0.049171513,0.1213738,0.0
0,California,Modoc County,6049,049,06,06049,0.363557862,-2.001285616,0.057312424,2.400643605,0.684604416,-17.70934044,0.052950478,0.122960881,0.303513734,0.0
0,California,Mono County,6051,051,06,06051,0.376147762,3.283269377,-0.094025623,2.197012746,0.626533911,45.05636255,0.13471738,0.294705592,0.727444322,0.0
0,California,Monterey County,6053,053,06,06053,9.353878502,-1.971550111,0.056460865,1.2216475,0.348383772,31.99327783,0.095659089,0.095309936,0.235260795,0.0
0,California,Napa County,6055,055,06,06055,13.157085,-2.67339417,0.076560137,1.972124041,0.562401193,29.12843638,0.087093285,0.099546566,0.245718392,0.0
0,California,Nevada County,6057,057,06,06057,13.23256894,-3.955068672,0.11326448,2.143224969,0.611194962,62.00193006,0.185384197,0.246462873,0.608363134,0.0
0,California,Orange County,6059,059,06,06059,9.256017186,0.132956561,-0.003807584,1.662369803,0.474066915,8.665437948,0.02590944,0.082147136,0.202770049,0.0
0,California,Placer County,6061,061,06,06061,23.98617928,1.98230331,-0.056768813,1.995527463,0.569075272,45.77329579,0.136860993,0.112276078,0.277139618,0.0
0,California,Plumas County,6063,063,06,06063,0.373943177,-0.904337944,0.025898252,2.196911287,0.626504978,18.1351351,0.054223594,0.187748949,0.46343507,0.034482759
0,California,Riverside County,6065,065,06,06065,23.57354402,0.25605058,-0.007332726,2.036357365,0.580718955,9.060164508,0.027089662,0.056888332,0.140421814,0.0
0,California,Sacramento County,6067,067,06,06067,35.61588899,-3.463561599,0.099188797,1.978778111,0.56429877,40.84567978,0.122127546,0.074643325,0.184247819,0.0
0,California,San Benito County,6069,069,06,06069,0.76238048,0.247475827,-0.007087164,1.181434427,0.336915994,25.43071224,0.076037184,0.074779329,0.18458353,0.0
0,California,San Bernardino County,6071,071,06,06071,9.428759182,-0.458574959,0.01313258,2.087844396,0.595401788,16.50142868,0.049338853,0.086525131,0.213576589,0.0
0,California,San Diego County,6073,073,06,06073,30.50365323,0.696903109,-0.019957774,1.592945795,0.454268898,13.5928121,0.040642163,0.085080036,0.21000955,0.0
0,California,San Francisco County,6075,075,06,06075,0.0,0.0,0.0,1.367354495,0.389935817,26.09975913,0.078037617,0.09597758,0.236908792,0.0
